st_gene_id	gene_id	gene_symbol	fpkm_A11A	fpkm_A12A	fpkm_A13A	fpkm_A15A	fpkm_A16A	fpkm_A17A	fpkm_A18A	fpkm_A19A	fpkm_A1A	fpkm_A20A	fpkm_A2A	fpkm_A3A	fpkm_A4A	fpkm_A5A	fpkm_A6A	fpkm_A7A	fpkm_A9A	fpkm_B10A	fpkm_B12A	fpkm_B13A	fpkm_B14A	fpkm_B15A	fpkm_B16A	fpkm_B18A	fpkm_B19A	fpkm_B1A	fpkm_B20A	fpkm_B3A	fpkm_B4A	fpkm_B5A	fpkm_B6A	fpkm_B7A
23636	23636	NUP62	25.3	27.19	12.62	26.59	23.85	25.84	25.77	27.71	17.4	25.74	24.84	29.62	19.13	24.15	10.83	25.62	24.52	20.97	29.09	24.46	20.55	18.29	20.59	24.13	22.81	24.15	22	13.75	23.59	21.98	8.49	11.92
100506564	100506564	THEGL	0	0.05	0.04	0.07	0.42	0.21	0	0.04	0.14	0.04	0.15	0	0.1	0	0.08	0.04	0.02	0.03	0.21	0.13	0.15	0	0	0	0.04	0.04	0.06	0.04	0	0.15	0	0.13
7766	7766	ZNF223	4.96	5.88	2.76	5.12	4.44	4.54	4.57	4.75	3.7	3.98	3.7	5.49	4.4	4.49	2.01	3.19	4.86	3.52	3.22	5.22	5.07	3	3.31	4.51	3.25	4.96	4.11	3.68	4.36	4.44	2.23	3.08
100128908	100128908	LMLN2	0.03	0.17	0.3	0.07	0	0.17	0.24	0.25	0.09	0.33	0.05	0.02	0.23	0.03	0.11	0.18	0.2	0.02	0	0.02	0	0	0	0	0.03	0.02	0.05	0.02	0.05	0	0	0
80135	80135	RPF1	25.03	24.21	31.09	23.36	19.77	25.06	23.12	20.11	26.5	23.74	24.83	19.64	29.02	28.42	42.19	24.83	22.26	18.23	17.94	18.07	12.66	21.26	13.43	16.86	16.45	12.67	16.58	26.83	17.42	15.2	35.12	24.3
79812	79812	MMRN2	2.39	2.94	1.04	1.39	6.57	5.77	3.98	3.14	1.3	3.95	4.63	1.69	1	4.94	1.56	5.96	1.79	2.58	1.92	4.54	5.5	1.52	13.64	4.43	2.19	1.58	4.29	1.24	6.32	3.85	1.04	1.31
6586	6586	SLIT3	0.41	0.35	0.12	0.05	0.2	0.79	0.63	0.69	0.17	0.54	0.23	0.05	0.06	0.2	0.05	2.26	0.17	0.38	0.28	0.88	1.32	0.06	3.35	0.56	0.45	0.13	0.8	0.15	0.92	0.86	0.02	0.07
144811	144811	LACC1	5.33	3.56	6.52	6.32	8.6	8.05	6.09	6.52	4.57	8.75	6.15	6.12	8.09	3.41	4.2	7.3	4.78	5.68	3.75	7.9	1.96	6.2	5.67	7.38	7.16	8.81	6.58	3.8	4.12	6.46	4.26	2.81
2928	2928	GSC2	0	0.12	0	0	0	0.03	0	0	0.02	0.02	0.03	0.02	0	0.14	0	0.03	0	0.02	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0	0
162083	162083	C16orf82	0	0	0.05	0.2	0	0.09	0.05	0.03	0.08	0.03	0	0	0.08	0	0	0.07	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0
26017	26017	FAM32A	36.13	36.91	44.84	41.34	29.48	40.09	34.64	31.1	46.6	37.05	36	40.54	39.63	46.51	52.45	41.43	34.3	46.99	59.15	38.13	25.67	44.16	34.48	43.88	40.65	32.46	35.53	58	36.13	33.9	52.29	60.76
2193	2193	FARSA	29.41	35.31	38.3	33.89	28.7	32.47	36.24	30.49	36.94	35.45	34.13	33.17	44.78	38.06	40.94	37.66	37.6	41.38	56.48	32.77	24.31	35.44	31.54	41.33	38.5	30.17	28.98	34.12	26.78	28.64	33.43	45.03
55041	55041	PLEKHB2	41.58	32.49	35.33	47.03	39.86	34.36	49.06	47.98	31	44.94	33.85	44.06	41.15	40.02	25.61	44.52	45.64	28.08	25.76	29.85	41.54	22.13	25.84	25.43	23.04	31.86	29.22	17.3	37.79	29.53	17.26	24.32
2636	2636	GBX1	0.04	0.03	0	0.09	0.03	0.08	0.1	0.17	0	0.03	0.04	0.17	0.03	0	0	0	0.1	0.03	0.06	0.1	0.11	0	0	0.03	0	0.13	0.19	0	0.07	0	0	0.09
100288801	100288801	FRG2C	0.14	0.41	0.07	0.17	0.22	0.23	0.3	0.29	0.08	0.2	0.13	0.08	0.12	0.38	0.12	0.12	0.49	0.18	0.19	0.35	0.51	0.03	0.07	0.12	0.19	0.18	0.18	0.16	0.15	0.14	0	0.06
113178	113178	SCAMP4	28.6	29.4	12.93	37.1	28.06	28.36	28.85	29.74	17.08	29.48	30.73	35.86	33.26	31.97	5.64	36.44	35	19.99	52.88	35.16	27.49	15.78	32.42	30.83	35.92	31.37	32.75	9.01	42.34	30.68	5.61	7.34
440097	440097	DBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	1.1	0	0	0.02	0	0.04	0.04	0.02	0.04	0.02	0	0	0.02	0
653567	653567	TMEM236	0.28	0.43	0.22	0.42	0.35	0.65	0.42	0.68	0.14	0.42	0.34	0.59	0.29	0.46	0.16	0.45	0.51	0.3	0.41	0.58	0.97	0.36	0.72	0.65	0.37	0.69	0.56	0.21	1.09	0.54	0.06	0.17
1183	1183	CLCN4	15.48	11.7	19.99	12.31	20.18	9.76	13.67	11.62	12.28	12.91	12.31	13.27	13.41	10.67	10.27	11.88	12.04	13.38	9.22	14.5	15.59	9.93	9.71	8.53	10.13	11.56	10.57	14.29	10.51	12.13	6.84	11.25
115004	115004	CGAS	0.73	1	0.38	1.04	1.48	1.15	1.38	1.22	0.79	1.15	1.02	1.06	0.7	1	0.35	1.13	1.1	0.96	0.59	0.88	1.78	0.57	1.37	1.49	0.84	0.98	1.22	0.53	1.98	1.15	0.35	0.48
2747	2747	GLUD2	1.19	1.62	0.8	0.35	3.24	1.58	1.42	2.3	1.72	0.72	1.83	1.44	1.76	1.61	0.86	1	3.15	0	0.15	0.04	0	0.09	0.05	0.15	0.3	0.55	0.12	0.08	0.07	0.05	0	0.04
7556	7556	ZNF10	14.24	19.19	14.37	16.23	18.76	16.47	13.73	16.7	13.56	14.88	13.07	17.08	14.54	12.07	8.13	12.65	20.31	25.35	11.6	24.31	32.98	16.53	21.3	19.93	17.85	21.31	23.67	12.15	25.27	20.32	11.99	12.08
64083	64083	GOLPH3	39.05	35.82	42.35	41.87	40.15	39.81	35.31	40.23	46.39	37.23	42.71	27.15	45.25	35.58	30.39	30.48	33.87	52.2	47.43	42.35	67.37	50	47.78	45.79	63.88	42.75	45.17	50.59	39.93	46.72	40.54	43.84
91869	91869	RFT1	7.18	8.13	6.37	6.28	5.32	6.46	7.59	7.42	6.4	6.57	5.55	7.15	6.11	6.11	5.61	6.84	5.45	4.71	6.01	6.74	6.01	5.22	6.26	6.66	4.74	7.03	6.11	5.39	6.6	7.13	8.31	4.45
57693	57693	ZNF317	10.31	11.88	6.72	10.14	7.82	8.49	9.44	9.6	6.77	9.56	8.95	8.7	7.51	7.97	5.07	8.81	7.75	7.81	7.59	9.81	9.69	6.74	7.53	7.57	6.49	7.67	7.37	6.82	8.76	7.61	5.02	8.07
8372	8372	HYAL3	0.46	0.42	1.09	0.8	0.31	0.61	1.65	0.75	1.4	0.49	0.72	0.71	0.85	0.68	1.57	1.07	0.24	4.97	3.47	1.09	1.2	2.72	3.06	2.45	3.26	1.08	1.45	3.15	2.06	2.13	5.21	5.51
27178	27178	IL37	0	0	0	0.09	0.07	0.1	0	0	0.09	0	0.11	0	0	0	0	0	0	0	0.09	0	0	0	0.21	0	0.13	0.19	0	0	0	0	0	0
9032	9032	TM4SF5	0	0	0	0	0	0.1	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80823	80823	BHLHB9	8.03	7.86	5.96	8.78	7.21	5.76	8.82	7.24	4.2	10.26	9.46	9.67	8.48	9.62	3.21	6.65	7.03	3.28	4.91	7.56	3.96	6.1	4.65	4.34	6.65	5.52	7.23	3.41	5.89	4.78	3.2	3.56
388585	388585	HES5	0.54	0.47	0.09	1.14	0.36	0.81	0.86	0.85	0.48	0.29	0.27	1.06	0.03	0.35	0	0.52	0.46	0	0.13	0.09	0	0	0.13	0.56	0.04	0.04	0.45	0.14	1.28	0.13	0	0.21
8402	8402	SLC25A11	53.83	41.28	70.82	43.51	62.6	44.24	47.49	42.52	57.99	49.08	47.69	41.46	56.66	55.85	81.96	58.06	48.53	47.56	68.57	38.84	26.6	62.59	45.89	52.89	49.33	41.19	41.7	78.01	38.16	40.82	90.9	59.4
53616	53616	ADAM22	12.15	23.17	10.86	8.16	12.29	10.18	14.15	9.68	6.29	8.3	13.32	14.43	12.07	24.95	6.94	11.31	9.65	5.04	4.84	10.49	4.17	7.79	7.66	10.93	10.88	14.08	8.64	7.52	6.36	10.43	6.27	2
10320	10320	IKZF1	0.32	0.25	1.29	0.05	0.7	0.63	0.23	0.19	0.54	0.11	0.15	0.28	0.21	0.13	0.25	0.37	0.5	0.34	0.17	0.76	2.79	0.37	1.46	1.79	0.34	0.58	0.6	0.62	3.75	0.54	0.25	0.26
25891	25891	PAMR1	0.41	0.49	2.04	1.36	0.56	1.61	0.13	0.09	0.81	1.31	0.33	0.18	0.07	0.68	0.09	0.85	0.42	0.02	0.06	0.02	0.21	0.24	0.76	0.33	0.05	0	0.39	0.04	0.23	0	0	0
1369	1369	CPN1	0	0	0.3	0	0.03	0	0	0.16	0.12	0.03	0	0	0	0.04	0.3	0.04	0	0.09	0.06	0.03	0	0.09	0	0	0.03	0	0.09	0	0.03	0.03	0.03	0.15
8535	8535	CBX4	14.53	17.76	9.27	12.63	30.96	12.89	14.72	16.45	10.22	14.6	11.59	13.05	12.44	13.17	7.52	14.16	12.81	30.17	28.66	24.01	51.04	33.53	24.96	37.25	22.3	26.18	23.81	16.57	70.56	34.72	13.03	12.81
54	54	ACP5	0.52	0.86	1.12	0.5	5.78	1.39	0.48	0.4	0.72	0.93	0.98	0.37	0.22	0.5	0.81	1.17	0.83	1.11	0.82	1.72	1.23	0.49	14.09	9.2	0.2	0.9	1.54	5.53	0.86	2.31	3.7	0.74
3347	3347	HTN3	0	0	0.12	0	0	0.14	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8525	8525	DGKZ	52.78	52.89	20.51	53.43	36.8	49.48	67.71	67.08	27.18	51.85	57.96	58.78	49.02	38.77	20.51	57.98	46.16	37.52	79.3	62.81	49.18	41.64	77.6	65.69	66.72	88.07	73.84	40.11	95.76	71.55	30.8	26.22
79609	79609	VCPKMT	7.49	9.38	7.31	7.61	7.35	9.74	7.73	7.98	6.59	8.75	6.13	10.47	7.45	8.75	5.89	7.12	10.2	10.07	9.58	8.12	12.07	10.72	9.4	10.4	11.89	8.99	11.05	8.13	11.75	9.9	13.29	10.28
55344	55344	PLCXD1	5.56	10.96	1.15	8.51	3.58	6.05	10.32	9.21	4.06	7.66	6.47	11.58	5.79	9.93	2	11.5	10.59	2.34	5.84	6.56	3.43	3.54	6.61	6.06	3.96	7.54	6.7	2	6.96	8.04	0.85	1.29
1009	1009	CDH11	0.72	1.49	0.26	0.47	2.62	2.41	1.05	0.49	0.77	0.69	1.15	0.29	0.33	1.18	0.47	2.8	1.4	0.45	0.36	0.62	1.77	0.19	6.29	1.78	0.39	0.37	1.06	0.1	0.58	0.86	0.12	0.25
107984156	107984156	LOC107984156	0.6	1.76	0.52	1.71	1.29	1.34	1.5	2.41	1.4	0.59	0.78	1.61	1.35	1.35	0.77	1.37	2.02	2.3	1.05	1.86	2.86	1.83	2.45	1.46	1.37	1.29	2.64	1.08	1.79	2.87	0.89	1.36
25878	25878	MXRA5	0.14	6.08	0.04	0.08	2.82	0.34	0.02	0.1	0.2	0.12	0.15	0.08	0.12	1.8	0.1	0.16	0.34	0.06	0.03	0.04	0.15	0.01	1.88	0.18	0.01	0.02	0.12	0.01	0.02	0.02	0.01	0.01
133491	133491	C5orf47	0	0.08	0.03	0.14	0.05	0.03	0.07	0.02	0.17	0.08	0.08	0.05	0.1	0.03	0.03	0.03	0.07	0	0	0	0	0	0.07	0.02	0	0	0	0	0	0.02	0	0
4825	4825	NKX6-1	0	0	0.02	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.73	0.02	0.05	0	0	0	0.02	0	0.02	0.02	0	0
403	403	ARL3	34.23	30.2	63.6	33.81	28.44	32.37	34.43	29.29	62.96	36.97	39.48	29.69	46.11	43.36	91.25	34.6	39.14	43.71	42.37	27.7	21.7	45.44	25.37	35.47	34.34	30.22	30.45	73.77	27.23	31.36	85.24	60.71
84294	84294	UTP23	6.84	9.08	7.02	7.99	8.01	7.2	6.67	7.95	7.6	7.07	7.56	6.83	7.71	7.67	5.18	5.58	8.35	5	3.44	6.14	5	6.76	5.41	5.81	5.37	5.68	6.25	5.82	5.47	6.65	6.14	4.46
9856	9856	KIAA0319	9.99	6.9	9.07	10.85	11	11.33	9.75	7.87	11.93	11.52	9.78	7.35	4.88	4.71	4.1	13.27	6.31	9.6	10.67	16.28	17.64	10.39	15.99	17.77	11.56	14.77	12.58	16.06	15.08	19.95	7.68	7.75
148014	148014	TTC9B	3.92	1.39	2.65	14.07	0.73	7.76	6.5	9.17	5.56	5.45	3.98	4.74	6.01	2.47	4.05	5.61	3.22	1.87	2.85	0.69	0.51	0.55	1.35	1.48	1.47	0.85	0.73	1.25	0.84	1.21	1	2.04
25939	25939	SAMHD1	17.34	17.4	24.65	13.32	35.69	17.23	17.36	24	11.23	17.36	23.41	26.31	11.93	10.98	8.45	16.92	15.76	7.13	4.03	7.77	8.02	4.41	12.37	9.01	4.42	7.98	6.38	5.67	13.26	9.72	2.26	2.71
57035	57035	RSRP1	90.68	107.91	72.16	120.08	99.99	108.98	108.72	114.97	63.48	92.29	118.63	97.96	112.07	113.36	34.43	105.33	115.49	65.35	105.71	109.62	79.86	60.64	77.18	94.41	99.43	99.57	112.74	52.83	123.64	103.65	34.61	44.94
11164	11164	NUDT5	15.05	15.14	15.83	16.26	14.3	17.58	13.51	13.75	15.61	14.94	14.36	14.35	16.74	12.34	22.17	18.96	16.31	17.56	18.38	17.25	13.42	15.67	13.73	15.84	15.25	13.21	15.73	20.69	15.3	14.55	24.46	14.5
344787	344787	ZNF860	0.42	0.66	0.99	1.97	2.74	0.64	0.53	0.84	1.6	1.79	0.85	0.38	0.79	0.26	0.19	0.86	0.52	0.95	1.1	2.73	1.86	1.08	2.35	1.34	2.7	3.32	2.09	0.92	2	1.32	1.42	1.14
8792	8792	TNFRSF11A	2.66	0.67	2.19	4.17	4.73	5.16	3.11	4.99	3.11	3.76	1.8	1.05	2.94	0.24	1.07	1.65	1.48	1.96	2.44	4.04	5.28	2.08	3.22	3.1	2.93	3.35	2.64	3.16	3.55	8.67	2.77	1.56
101927423	101927423	PANO1	1.6	1.71	0.77	2.45	1.97	1.84	2.94	4.09	1.94	2.07	1.36	2.58	2.1	1.41	2.05	2.16	3.08	0.76	2.9	2.17	1.53	0.98	1.95	1.87	1.44	2.82	1.68	1.16	2.46	2.45	1.64	0.7
7003	7003	TEAD1	17.32	17.43	11.86	17.4	12.47	13.15	15.4	16.98	11.82	14.72	13.34	14.61	10.19	11.42	7.55	13.61	12.18	8.86	9.82	14.15	10.23	14.37	13.42	13.46	14.29	17.12	15.68	8.85	11.41	16.39	7.93	4.06
9265	9265	CYTH3	4.42	5.92	3.33	2.58	5.97	5.75	3.02	4.83	3.51	5.32	5.81	4.1	3.45	3.51	2.16	5.9	3.69	17.09	8.65	15.05	33.72	14.32	24.46	14.64	20.69	11.66	18.56	9.24	9.83	18.66	5.97	18.23
129285	129285	PPP1R21	27.78	37.05	45.67	28.07	59.54	23.5	17.71	20.75	29.7	28.61	24.96	23.93	26.16	29	24.8	25.99	25.54	23.07	26.8	36.54	25.32	24.98	20.51	27.27	23.61	24.35	27.83	24.49	34.2	29.61	19.78	19.61
22871	22871	NLGN1	3.03	3.19	5.68	4.02	1.57	1.52	3.84	2.13	3.52	3.15	2.87	2.45	4.12	5.61	3.59	3.39	3.55	3.98	3.07	3.37	3.39	4.11	3.76	3.73	4.42	4.92	3.7	4.19	2.87	4.11	3.79	3.28
23414	23414	ZFPM2	3.47	4.33	6.15	8.58	8.09	2.67	4.63	3.34	4.8	5.23	3.22	7.59	3.73	5.95	1.38	4.04	2.87	5.59	4.36	7.73	3.17	8.83	6.16	6.49	3.12	12.16	7.5	0.02	10.08	0.14	2.82	3.56
3454	3454	IFNAR1	11.24	10.69	10.08	9.73	9.91	10.25	8.43	10.8	10.13	9.52	10.29	9.23	7.15	7.78	6.58	8.18	8.04	11.65	7.44	10.02	6.48	11.16	10.52	9.22	8.63	12.26	10.53	8.42	10.11	10.6	7.23	9.98
8189	8189	SYMPK	29.84	36.31	16.85	26.5	23.39	25.86	31.47	33.4	18.69	33.94	31.79	31.41	22.27	26.49	13.53	35.23	30.73	23.86	47.04	33.55	28.96	18.32	31	29	29.91	33.12	33.23	18	29.76	36.23	8.78	16.44
84769	84769	MPV17L2	5.19	6.04	6.55	10.18	5.68	6.76	5.87	4.65	6.28	6.5	5.35	6.52	6.92	7.94	8.29	7.65	6.2	8.98	11.86	4.22	2.53	7.12	6.88	8.53	6.83	6.35	12.49	10.65	4.78	6.63	13.38	10.25
6626	6626	SNRPA	37.05	38.73	26.38	33.75	24.84	36.64	30.64	26.68	35.91	31.68	33.08	31.29	28.35	42.84	37.36	36.94	35.94	24.93	44.29	24.7	15.78	35.84	30.12	40.17	31.66	22.1	27.37	34.04	24.08	21.31	27.18	36.26
9125	9125	CNOT9	35.54	31.7	29.07	30.25	34.57	28.87	29.62	35.14	26.94	32.42	30.68	31.25	30.65	26.32	26.98	26.75	27.17	39.78	33.2	36.89	38.13	33.39	33.85	36.3	34.53	37.56	38.61	36.11	38.61	39.05	33.41	31.87
26276	26276	VPS33B	12.65	11.36	11.07	16.78	13.3	13.71	17.75	14.81	10.85	13.75	11.11	14.39	18.59	15.84	8.57	15.17	15.44	14.09	23.77	16.91	15.96	13.28	18.82	19.8	19.6	15.4	17.18	12.5	19.49	19.16	10.94	14.6
2488	2488	FSHB	660.8	7.77	1166	281.53	569.44	1725.69	847.8	521.1	1361.09	1244.58	769.88	297.01	2851.57	177.67	89.5	568.93	126.07	1.16	0.43	0.32	0.14	0.12	0.41	0.28	0.06	0.06	0.92	0.42	0.83	0.1	0.55	0.03
3106	3106	HLA-B	416.26	469.15	723.49	106.54	230.58	402.79	218.79	101.84	904.37	272.92	786	447.41	889.3	1009.42	230.75	725.5	416.53	1072.09	80.01	100.97	306.19	115.81	342.59	389.11	48.72	57.58	127.25	184.19	414.95	88.97	100.53	655.26
64757	64757	MTARC1	5.97	7.65	9.02	6.51	4.89	6.76	8.08	9.74	9.37	8.5	9.9	10.4	10.06	6.92	5.99	8.06	7.27	8.05	5.77	6.86	7.55	7.03	8.42	5.14	5.48	2.47	6.26	13.68	7.91	3.08	7.01	7.99
91663	91663	MYADM	15.33	17.15	9.37	17.66	31.41	16.05	19.89	19.67	15.29	18.38	17.93	13.92	18.98	17.07	8.15	16.79	15.8	8.53	8.87	10.33	9.9	6.52	10.79	11.07	7.36	9.33	10.9	4.16	23.77	11.7	3.07	6.62
136895	136895	C7orf31	1.43	1.71	1.01	0.95	2.58	2.39	1.71	2.17	1.7	1.94	2.92	2.03	1.15	0.91	0.75	1.4	1.34	0.86	1.09	0.82	0.35	0.97	0.62	0.36	0.24	0.66	0.89	0.95	0.84	0.54	0.39	0.96
9764	9764	KIAA0513	8.04	7.14	5	8.49	6.61	7.5	10.39	16.54	4.23	10.68	6.67	12.13	8.34	4.76	3.98	7.82	8.01	10.24	12.53	12.13	53.18	10.35	8.98	10.6	18.31	11.2	16.87	9.89	8.98	14.83	5.35	6.75
57819	57819	LSM2	21.09	27.73	24.52	17.76	10.65	22.01	21.4	13.65	29.68	19.91	24.91	24.47	26.44	31.58	64.97	25.95	23.49	31.03	40.61	17.27	9.42	29.41	21.44	27.76	20.23	15.05	14.52	35.26	18.6	15.8	80.87	50.38
192683	192683	SCAMP5	74.99	79.57	64.68	102.45	90.02	68.35	96.27	101.52	65.71	98.48	74.8	105.22	101.08	84.37	37.56	112.06	109.41	99.6	108.26	76.51	86.41	65.8	83.93	87.67	79.63	91.55	77.8	49.61	72.58	92.24	25.67	43.81
55605	55605	KIF21A	23.84	22.77	14.46	24.32	17.37	21.2	23.68	25.09	7.52	28.07	22.21	18.21	20.2	17.91	10.02	22.04	17.78	8.92	11.39	11	9.26	9.63	11.61	11.73	14.23	16.42	12.73	7.01	11.88	13.68	4.78	6.75
256297	256297	PTF1A	0.05	0.2	0	0.04	0.08	0	0	0.04	0.11	0.37	0.3	0.12	0	0.2	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
2669	2669	GEM	1.3	2.45	0.32	0.97	5.64	2.5	0.86	0.75	1.97	1.9	0.55	1.23	0.6	3.49	1.49	4.03	2.07	0.19	0.54	1.02	0.85	0.33	3.97	0.9	0.39	0.4	1.32	0.49	4.55	0.65	0.58	0.03
3567	3567	IL5	0.15	0.39	0.03	0.07	0.15	0.08	0.08	0.08	0.08	0.13	0.07	0.21	0.15	0.15	0.18	0.1	0.06	0.1	0	0.02	0	0.06	0.03	0.04	0.07	0.06	0.06	0.02	0.02	0.07	0.08	0.02
6712	6712	SPTBN2	9.98	15.89	9.15	15.57	7.79	11.03	17.56	22.84	6.64	15.23	11.22	16.81	12.7	12.55	4.26	13.51	11.44	3.48	3.7	6.59	4.58	7.39	13.43	11.22	11.09	14.52	10.74	5.23	5.88	19.01	2.16	3.08
4863	4863	NPAT	6.2	6.44	3.46	4.92	6	4.56	4.73	6.04	3.23	5.53	5.04	5.03	3.93	5.17	2.76	3.86	4.77	1.83	3.27	4.96	3.1	3.79	4.78	3.93	4.25	5.58	5.35	3.12	4.22	5.75	2.75	1.61
4628	4628	MYH10	28.23	17.9	9.23	20.23	17.14	22.08	24.66	43.29	11.64	23.23	28.65	19.7	11.9	12.9	9.06	14.63	14.43	14.91	16.55	33.39	65.13	18.21	17.58	17.89	27.76	31.86	19.95	13.27	24.11	27.6	6.42	12.89
101929937	101929937	LOC101929937	1.64	1.32	0.72	1.82	1.09	1.31	1.92	2.08	0.76	1.46	0.95	2.82	1.16	1.76	0.5	1.33	1.35	0.66	0.63	1.45	1.14	0.83	1.32	0.52	0.86	1.46	1.04	0.33	1.02	1.66	0.87	0.25
6642	6642	SNX1	20.97	23.58	19.49	22.75	16.77	20.5	21.6	23.36	17.71	22.25	20.87	21.61	19.61	20.91	14.52	20.41	20.85	17.98	14.53	18.95	18.28	15.96	17.79	15.28	16.22	21.41	19.48	13.86	16.99	19.28	9.79	12.83
9333	9333	TGM5	0.04	0.02	0	0.09	0	0.07	0	0	0.23	0.1	0.07	0.06	0	0	0	0	0	0	0	0	0	0.06	0	0.03	0.04	0.03	0.06	0	0	0	0	0
5810	5810	RAD1	7.94	9.5	8.57	8.93	8.79	9.8	10.06	9.38	9.36	10	8.61	7.75	10.11	8.17	9.14	8.56	9.75	9.9	8.61	9.4	7.35	8.9	7.54	10.6	8.99	10.67	10.16	7.14	9.01	9.52	9.31	8.44
3957	3957	LGALS2	0.13	8.84	2.62	10.61	3.44	1.13	1.5	0	9.43	0.56	0.71	6.98	1.68	53.62	1.48	2.57	3.83	0.1	0	0.1	0.34	0.2	0.92	6.26	0	0	0.52	3.07	2.09	0.31	0.64	0.2
8409	8409	UXT	52.66	45.58	81.18	44.87	88.33	56.54	43.82	38.05	95.79	55.39	51.98	47.25	68.35	72.01	184.88	50.86	49.61	85.99	77.47	45.57	35.44	91.95	51.96	71.6	67.45	41.67	47.51	141.33	45.44	44.77	216.28	155.82
9638	9638	FEZ1	9.29	6.14	72.3	24.69	20.02	16.56	8.21	10.42	47.46	24.01	9.17	6.36	30.85	3.25	55.27	32.79	16.59	2.46	3.91	3.72	1.49	2.03	3.25	2.44	1.13	3.02	3.15	4.15	3.89	2.35	6.04	1.77
11169	11169	WDHD1	0.73	1.34	0.7	0.33	0.89	0.57	0.86	0.68	0.68	0.54	0.82	1.61	0.85	0.84	0.92	0.7	0.98	0.83	0.78	0.66	0.85	0.73	0.88	1.04	0.78	1.23	0.89	0.79	0.66	1.03	0.45	1.15
728	728	C5AR1	20.56	8.06	16.3	23.63	42.88	56.01	30.24	40.63	28.47	29.35	34.43	23.87	36.24	11.9	12.6	24.04	32.69	61.59	107.7	76.88	111.23	43.38	67.1	87.39	71.8	77.14	86.5	45.35	126.68	79.61	31.62	46.75
11083	11083	DIDO1	24.08	29.34	14.24	25.93	19.2	25.46	23.32	28.65	19.44	26.13	26.31	24.87	20.04	23.08	10.17	23.48	21.23	14.34	18.15	23.03	24.07	15.36	20.14	16.95	18.95	23.64	19.22	12.79	18.14	26.85	7.1	7.77
29	29	ABR	41.25	18.69	18.52	50.16	36.6	47.31	47.7	55.55	30.14	51.24	37.62	43.87	29.33	15.72	14.98	26.49	34.66	52.29	36.79	28.8	52.08	29.85	28.55	28.95	24.59	37.28	37.96	26.38	36.1	30.76	13.93	26.42
5831	5831	PYCR1	2.36	8.53	1.33	3.43	0.41	2.19	2.96	1.06	8.83	0.67	2.07	0.92	1.94	2.58	3.1	1.7	3.55	4.24	2.59	1.21	2.2	2.24	4.28	3.84	6.71	1.49	4.28	3.6	1.12	3.26	3.12	7.38
4087	4087	SMAD2	14.39	14.58	14.06	12.39	11.88	10.41	11.58	11.86	12.41	12.4	11.86	10.58	11.94	12.86	11.2	10.42	11.55	9.06	9.76	11.17	8.49	13	9.26	11.34	10.57	13.73	13.02	10.22	11.11	11.97	16.94	7.5
388372	388372	CCL4L1	0	0.12	1.64	0.22	4.91	0	1.88	0.18	0.9	0	0.28	0	0.34	0.27	0	0.74	0	0.38	0.62	0	6	0.09	3.12	6.08	0.31	0.24	0	0.13	15.43	0.23	8.25	0.02
399687	399687	MYO18A	7.53	11.68	2.95	7.44	6.33	5.52	9.67	10.06	2.6	7.74	7.65	11.2	4.61	5.98	0.86	10.32	6.57	4.87	4.6	7.46	11.86	4.05	8	4.63	6.63	10.7	7.71	1.63	7.85	9.68	0.78	2.49
6358	6358	CCL14	11.6	17.14	1.08	0.88	4.63	42.45	5.18	5.83	2.58	8.49	27.19	3.7	2.29	21.22	21.89	22.21	3.94	16.62	1.32	5.41	3.91	11.01	25.78	8.08	3.22	1.52	14.24	3.69	4.02	4.83	10.37	7.97
55846	55846	ITFG2	20.92	23.18	11.06	19.71	10.54	19.9	18.59	18.05	13.09	19.55	21.5	24.59	16.2	24.27	8.65	19.88	17.8	6.43	12.61	15.92	12.13	12.45	14.91	15.59	15.08	17.91	16.41	10.23	14.04	15.54	5.97	3.51
148252	148252	DIRAS1	22.08	34.69	23.04	25.29	4.17	20.11	21.64	32.1	23.17	27.06	22.65	27.35	25.91	27.29	14.63	33.48	29.77	13.83	15.45	8.86	6.51	7.28	8.7	7.97	7.87	8.24	13.69	7.64	9.05	10.13	3.76	7.44
22876	22876	INPP5F	23.98	25.22	48.32	38.95	35.14	29.01	33.68	30.87	40.35	22.62	19.13	40.43	36.25	18.31	17.94	23.21	41.83	26.84	42.92	39.16	38.99	34.11	29.98	37.62	40.25	42.63	57.91	51.09	31.45	43.95	29.76	25.28
56903	56903	PAPOLB	0	0.01	0.01	0	0	0	0.03	0	0.03	0	0.02	0.04	0.03	0	0	0.04	0.05	0.02	0	0.03	0.01	0	0	0.01	0	0	0	0	0	0.03	0	0.04
